//联锁表-呼和浩特南站(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
1015    |DCJL|D91A,D3A    |D91     |23-25,31,95-97,99-101,(9),5-7,(1-3),5-7                     |25DG,31DG,95-101DG,9DG,3-5DG,1-7DG,19DG                     |D81,D63;
1016    |DCJL|D91A,D63A    |D91     |23-25,31,95-97,99-101                     |25DG,31DG,95-101DG                     |D81,D63;
1017    |DCJL|D91A,D51A    |D91     |23-25,31,95-97,(99-101),95-97,(27-29)                     |25DG,31DG,95-101DG,97-99DG,29DG,27DG                     |D81,D65,D51;
1018    |DCJL|D91A,D27A    |D91     |23-25,31,95-97,(99-101),95-97,(27-29),129-131,125-127                     |25DG,31DG,95-101DG,97-99DG,29DG,27DG,125-131DG                     |D81,D65,D51;
1019    |DCJL|D31A,D1A    |D31     |(15-17),(13),1-3,(5-7),1-3                     |17-123DG,15DG,73DG,13DG,1-7DG,3-5DG                     |D21;
1020    |DCJL|D31A,D3A    |D31     |(15-17),(13),1-3,5-7                     |17-123DG,15DG,73DG,13DG,1-7DG                     |D21;
1021    |DCJL|D31A,D21A    |D31     |(15-17)                     |17-123DG,15DG,73DG                     |D21;
1022    |DCJL|D31A,D71A    |D31     |15-17,121-123                     |17-123DG                     |D71;
1023    |DCJL|D31A,D45A    |D31     |15-17,(121-123),(39-41),75,77                     |17-123DG,63-121DG,41-47DG,39DG,75DG,77DG                     |D17,D13,D55;
1024    |DCJL|D31A,D55A    |D31     |15-17,(121-123),(39-41),75                     |17-123DG,63-121DG,41-47DG,39DG,75DG                     |D17,D13,D55;
1025    |DCJL|D31A,D105A    |D31     |15-17,(121-123),(39-41),75,77,125-127,129-131                     |17-123DG,63-121DG,41-47DG,39DG,75DG,77DG,127-129DG                     |D17,D13,D55;
1026    |DCJL|D87A,D59A    |D87     |63-65,121-123,39-41,(47)                     |63-121DG,41-47DG                     |D17,D59;
1027    |DCJL|D87A,D45A    |D87     |63-65,121-123,(39-41),75,77                     |63-121DG,41-47DG,39DG,75DG,77DG                     |D17,D13,D55;
1028    |DCJL|D87A,D55A    |D87     |63-65,121-123,(39-41),75                     |63-121DG,41-47DG,39DG,75DG                     |D17,D13,D55;
1029    |DCJL|D87A,D105A    |D87     |63-65,121-123,(39-41),75,77,125-127,129-131                     |63-121DG,41-47DG,39DG,75DG,77DG,127-129DG                     |D17,D13,D55;
1030    |DCJL|D89A,D29A    |D89     |63-65                     |65DG                     |D29;
1031    |DCJL|D89A,D19A    |D89     |63-65,(43-45)                     |65DG,45DG,43DG                     |D29;
1032    |DCJL|D89A,D59A    |D89     |(63-65),121-123,39-41,(47)                     |65DG,63-121DG,41-47DG                     |D17,D59;
1033    |DCJL|D89A,D45A    |D89     |63-65,43-45,39-41,75,77                     |65DG,45DG,39DG,75DG,77DG                     |D29;
1034    |DCJL|D89A,D55A    |D89     |63-65,43-45,39-41,75                     |65DG,45DG,39DG,75DG                     |D29;
1035    |DCJL|D89A,D53A    |D89     |63-65,43-45,39-41,(75)                     |65DG,45DG,39DG,75DG                     |D29;
1036    |DCJL|D89A,D27A    |D89     |63-65,43-45,39-41,75,77,125-127,(129-131),125-127                     |65DG,45DG,39DG,75DG,77DG,127-129DG,125-131DG                     |D29;
1037    |DCJL|D89A,D105A    |D89     |63-65,43-45,39-41,75,77,125-127,129-131                     |65DG,45DG,39DG,75DG,77DG,127-129DG                     |D29;
1038    |DCJL|D97A,D29A    |D97     |67,63-65                     |67DG,65DG                     |D93;
1039    |DCJL|D97A,D19A    |D97     |67,63-65,(43-45)                     |67DG,65DG,45DG,43DG                     |D93;
1040    |DCJL|D97A,D59A    |D97     |67,(63-65),121-123,39-41,(47)                     |67DG,65DG,63-121DG,41-47DG                     |D93;
1041    |DCJL|D97A,D45A    |D97     |67,63-65,43-45,39-41,75,77                     |67DG,65DG,45DG,39DG,75DG,77DG                     |D93;
1042    |DCJL|D97A,D55A    |D97     |67,63-65,43-45,39-41,75                     |67DG,65DG,45DG,39DG,75DG                     |D93;
1043    |DCJL|D97A,D53A    |D97     |67,63-65,43-45,39-41,(75)                     |67DG,65DG,45DG,39DG,75DG                     |D93;
1044    |DCJL|D97A,D27A    |D97     |67,63-65,43-45,39-41,75,77,125-127,(129-131),125-127                     |67DG,65DG,45DG,39DG,75DG,77DG,127-129DG,125-131DG                     |D93;
1045    |DCJL|D97A,D93A    |D97     |67                     |67DG                     |D93;
1046    |DCJL|D97A,D105A    |D97     |67,63-65,43-45,39-41,75,77,125-127,129-131                     |67DG,65DG,45DG,39DG,75DG,77DG,127-129DG                     |D93;
1047    |DCJL|D95A,D29A    |D95     |(67),63-65                     |67DG,65DG                     |D93;
1048    |DCJL|D95A,D19A    |D95     |(67),63-65,(43-45)                     |67DG,65DG,45DG,43DG                     |D93;
1049    |DCJL|D95A,D59A    |D95     |(67),(63-65),121-123,39-41,(47)                     |67DG,65DG,63-121DG,41-47DG                     |D93;
1050    |DCJL|D95A,D45A    |D95     |(67),63-65,43-45,39-41,75,77                     |67DG,65DG,45DG,39DG,75DG,77DG                     |D93;
1051    |DCJL|D95A,D55A    |D95     |(67),63-65,43-45,39-41,75                     |67DG,65DG,45DG,39DG,75DG                     |D93;
1052    |DCJL|D95A,D53A    |D95     |(67),63-65,43-45,39-41,(75)                     |67DG,65DG,45DG,39DG,75DG                     |D93;
1053    |DCJL|D95A,D27A    |D95     |(67),63-65,43-45,39-41,75,77,125-127,(129-131),125-127                     |67DG,65DG,45DG,39DG,75DG,77DG,127-129DG,125-131DG                     |D93;
1054    |DCJL|D95A,D93A    |D95     |(67)                     |67DG                     |D93;
1055    |DCJL|D95A,D105A    |D95     |(67),63-65,43-45,39-41,75,77,125-127,129-131                     |67DG,65DG,45DG,39DG,75DG,77DG,127-129DG                     |D93;
1056    |DCJL|D101A,S12DA    |D101     |81-85<83>,87<89>,69                     |69-89DG,91DG                     |S12;
1057    |DCJL|D101A,S14DA    |D101     |81-85<83>,87<89>,(69)                     |69-89DG,91DG                     |S14;
1058    |DCJL|D101A,S16DA    |D101     |81-85<83>,(87<89>),91,93                     |69-89DG,91DG,93DG                     |S16;
1059    |DCJL|D101A,S18DA    |D101     |81-85<83>,(87<89>),91,(93)                     |69-89DG,91DG,93DG                     |S18;
1060    |DCJL|D101A,S20DA    |D101     |81-85<83>,(87<89>),(91)                     |69-89DG,91DG,93DG                     |S20;
1061    |DCJL|D21A,D33A    |D21     |15-17,71-73                     |15DG,73DG                     |D33;
1062    |DCJL|D21A,D31A    |D21     |(15-17)                     |15DG,17-123DG,73DG                     |D31;
1063    |DCJL|D21A,S6DA    |D21     |15-17,71-73,57-59                     |15DG,73DG,59DG                     |D33;
1064    |DCJL|D21A,S8DA    |D21     |(15-17),53-55,57-59                     |15DG,17-123DG,73DG,53-57DG                     |D31;
1065    |DCJL|D21A,SXDA    |D21     |(15-17),(53-55),81-85<83>                     |15DG,17-123DG,73DG,53-57DG,55-81DG                     |D31;
1066    |DCJL|D21A,S12DA    |D21     |(15-17),(53-55),(81-85<83>),87<89>,69                     |15DG,17-123DG,73DG,53-57DG,55-81DG,69-89DG,91DG                     |D31;
1067    |DCJL|D21A,S14DA    |D21     |(15-17),(53-55),(81-85<83>),87<89>,(69)                     |15DG,17-123DG,73DG,53-57DG,55-81DG,69-89DG,91DG                     |D31;
1068    |DCJL|D21A,S16DA    |D21     |(15-17),(53-55),(81-85<83>),(87<89>),91,93                     |15DG,17-123DG,73DG,53-57DG,55-81DG,69-89DG,91DG,93DG                     |D31;
1069    |DCJL|D21A,S18DA    |D21     |(15-17),(53-55),(81-85<83>),(87<89>),91,(93)                     |15DG,17-123DG,73DG,53-57DG,55-81DG,69-89DG,91DG,93DG                     |D31;
1070    |DCJL|D21A,S20DA    |D21     |(15-17),(53-55),(81-85<83>),(87<89>),(91)                     |15DG,17-123DG,73DG,53-57DG,55-81DG,69-89DG,91DG,93DG                     |D31;
1071    |DCJL|D71A,D31A    |D71     |121-123,15-17                     |17-123DG                     |D31;
1072    |DCJL|D71A,S6DA    |D71     |121-123,15-17,53-55,(57-59)                     |17-123DG,53-57DG,59DG                     |D31;
1073    |DCJL|D71A,S8DA    |D71     |121-123,15-17,53-55,57-59                     |17-123DG,53-57DG                     |D31;
1074    |DCJL|D71A,SXDA    |D71     |121-123,15-17,(53-55),81-85<83>                     |17-123DG,53-57DG,55-81DG                     |D31;
1075    |DCJL|D71A,S12DA    |D71     |121-123,15-17,(53-55),(81-85<83>),87<89>,69                     |17-123DG,53-57DG,55-81DG,69-89DG,91DG                     |D31;
1076    |DCJL|D71A,S14DA    |D71     |121-123,15-17,(53-55),(81-85<83>),87<89>,(69)                     |17-123DG,53-57DG,55-81DG,69-89DG,91DG                     |D31;
1077    |DCJL|D71A,S16DA    |D71     |121-123,15-17,(53-55),(81-85<83>),(87<89>),91,93                     |17-123DG,53-57DG,55-81DG,69-89DG,91DG,93DG                     |D31;
1078    |DCJL|D71A,S18DA    |D71     |121-123,15-17,(53-55),(81-85<83>),(87<89>),91,(93)                     |17-123DG,53-57DG,55-81DG,69-89DG,91DG,93DG                     |D31;
1079    |DCJL|D71A,S20DA    |D71     |121-123,15-17,(53-55),(81-85<83>),(87<89>),(91)                     |17-123DG,53-57DG,55-81DG,69-89DG,91DG,93DG                     |D31;
1080    |DCJL|D29A,D19A    |D29     |(43-45)                     |45DG,43DG                     |D19;
1081    |DCJL|D29A,D45A    |D29     |43-45,39-41,75,77                     |45DG,39DG,75DG,77DG                     |D13,D55;
1082    |DCJL|D29A,D55A    |D29     |43-45,39-41,75                     |45DG,39DG,75DG                     |D13,D55;
1083    |DCJL|D29A,D53A    |D29     |43-45,39-41,(75)                     |45DG,39DG,75DG                     |D13,D53;
1084    |DCJL|D29A,D27A    |D29     |43-45,39-41,75,77,125-127,(129-131),125-127                     |45DG,39DG,75DG,77DG,127-129DG,125-131DG                     |D13,D55;
1085    |DCJL|D29A,D105A    |D29     |43-45,39-41,75,77,125-127,129-131                     |45DG,39DG,75DG,77DG,127-129DG                     |D13,D55;
1086    |DCJL|D17A,D31A    |D17     |(121-123),15-17                     |63-121DG,17-123DG                     |D31;
1087    |DCJL|D17A,D87A    |D17     |121-123,63-65                     |63-121DG                     |D87;
1088    |DCJL|D17A,D89A    |D17     |121-123,(63-65)                     |63-121DG,65DG                     |D89;
1089    |DCJL|D17A,D97A    |D17     |121-123,(63-65),67                     |63-121DG,65DG,67DG                     |D89;
1090    |DCJL|D17A,D95A    |D17     |121-123,(63-65),(67)                     |63-121DG,65DG,67DG                     |D89;
1091    |DCJL|D17A,S6DA    |D17     |(121-123),15-17,53-55,(57-59)                     |63-121DG,17-123DG,53-57DG,59DG                     |D31;
1092    |DCJL|D17A,S8DA    |D17     |(121-123),15-17,53-55,57-59                     |63-121DG,17-123DG,53-57DG                     |D31;
1093    |DCJL|D17A,SXDA    |D17     |121-123,63-65,53-55,81-85<83>                     |63-121DG,55-81DG                     |D87;
1094    |DCJL|D17A,S12DA    |D17     |121-123,63-65,53-55,(81-85<83>),87<89>,69                     |63-121DG,55-81DG,69-89DG,91DG                     |D87;
1095    |DCJL|D17A,S14DA    |D17     |121-123,63-65,53-55,(81-85<83>),87<89>,(69)                     |63-121DG,55-81DG,69-89DG,91DG                     |D87;
1096    |DCJL|D17A,S16DA    |D17     |121-123,63-65,53-55,(81-85<83>),(87<89>),91,93                     |63-121DG,55-81DG,69-89DG,91DG,93DG                     |D87;
1097    |DCJL|D17A,S18DA    |D17     |121-123,63-65,53-55,(81-85<83>),(87<89>),91,(93)                     |63-121DG,55-81DG,69-89DG,91DG,93DG                     |D87;
1098    |DCJL|D17A,S20DA    |D17     |121-123,63-65,53-55,(81-85<83>),(87<89>),(91)                     |63-121DG,55-81DG,69-89DG,91DG,93DG                     |D87;
1099    |DCJL|D19A,D89A    |D19     |(43-45),63-65                     |43DG,45DG,65DG                     |D29,D89;
1100    |DCJL|D19A,D97A    |D19     |(43-45),63-65,67                     |43DG,45DG,65DG,67DG                     |D29,D89;
1101    |DCJL|D19A,D95A    |D19     |(43-45),63-65,(67)                     |43DG,45DG,65DG,67DG                     |D29,D89;
1102    |DCJL|D19A,S12DA    |D19     |(43-45),63-65,67,81-85<83>,87<89>,69                     |43DG,45DG,65DG,67DG,69-89DG,91DG                     |D29,D89;
1103    |DCJL|D19A,S14DA    |D19     |(43-45),63-65,67,81-85<83>,87<89>,(69)                     |43DG,45DG,65DG,67DG,69-89DG,91DG                     |D29,D89;
1104    |DCJL|D19A,S16DA    |D19     |(43-45),63-65,67,81-85<83>,(87<89>),91,93                     |43DG,45DG,65DG,67DG,69-89DG,91DG,93DG                     |D29,D89;
1105    |DCJL|D19A,S18DA    |D19     |(43-45),63-65,67,81-85<83>,(87<89>),91,(93)                     |43DG,45DG,65DG,67DG,69-89DG,91DG,93DG                     |D29,D89;
1106    |DCJL|D19A,S20DA    |D19     |(43-45),63-65,67,81-85<83>,(87<89>),(91)                     |43DG,45DG,65DG,67DG,69-89DG,91DG,93DG                     |D29,D89;
1107    |DCJL|D13A,D31A    |D13     |(39-41),(121-123),15-17                     |39DG,41-47DG,63-121DG,17-123DG                     |D17;
1108    |DCJL|D13A,D87A    |D13     |(39-41),121-123,63-65                     |39DG,41-47DG,63-121DG                     |D17;
1109    |DCJL|D13A,D89A    |D13     |39-41,43-45,63-65                     |39DG,45DG,65DG                     |D29,D89;
1110    |DCJL|D13A,D97A    |D13     |39-41,43-45,63-65,67                     |39DG,45DG,65DG,67DG                     |D29,D89;
1111    |DCJL|D13A,D95A    |D13     |39-41,43-45,63-65,(67)                     |39DG,45DG,65DG,67DG                     |D29,D89;
1112    |DCJL|D13A,D17A    |D13     |(39-41)                     |39DG,41-47DG                     |D17;
1113    |DCJL|D13A,S6DA    |D13     |(39-41),(121-123),15-17,53-55,(57-59)                     |39DG,41-47DG,63-121DG,17-123DG,53-57DG,59DG                     |D17;
1114    |DCJL|D13A,S8DA    |D13     |(39-41),(121-123),15-17,53-55,57-59                     |39DG,41-47DG,63-121DG,17-123DG,53-57DG                     |D17;
1115    |DCJL|D13A,SXDA    |D13     |(39-41),121-123,63-65,53-55,81-85<83>                     |39DG,41-47DG,63-121DG,55-81DG                     |D17;
1116    |DCJL|D13A,S12DA    |D13     |39-41,43-45,63-65,67,81-85<83>,87<89>,69                     |39DG,45DG,65DG,67DG,69-89DG,91DG                     |D29,D89;
1117    |DCJL|D13A,S14DA    |D13     |39-41,43-45,63-65,67,81-85<83>,87<89>,(69)                     |39DG,45DG,65DG,67DG,69-89DG,91DG                     |D29,D89;
1118    |DCJL|D13A,S16DA    |D13     |39-41,43-45,63-65,67,81-85<83>,(87<89>),91,93                     |39DG,45DG,65DG,67DG,69-89DG,91DG,93DG                     |D29,D89;
1119    |DCJL|D13A,S18DA    |D13     |39-41,43-45,63-65,67,81-85<83>,(87<89>),91,(93)                     |39DG,45DG,65DG,67DG,69-89DG,91DG,93DG                     |D29,D89;
1120    |DCJL|D13A,S20DA    |D13     |39-41,43-45,63-65,67,81-85<83>,(87<89>),(91)                     |39DG,45DG,65DG,67DG,69-89DG,91DG,93DG                     |D29,D89;
1121    |DCJL|D59A,D31A    |D59     |(47),39-41,(121-123),15-17                     |41-47DG,63-121DG,17-123DG                     |D17;
1122    |DCJL|D59A,D87A    |D59     |(47),39-41,121-123,63-65                     |41-47DG,63-121DG                     |D17;
1123    |DCJL|D59A,D89A    |D59     |(47),39-41,121-123,(63-65)                     |41-47DG,63-121DG,65DG                     |D17;
1124    |DCJL|D59A,D97A    |D59     |(47),39-41,121-123,(63-65),67                     |41-47DG,63-121DG,65DG,67DG                     |D17;
1125    |DCJL|D59A,D95A    |D59     |(47),39-41,121-123,(63-65),(67)                     |41-47DG,63-121DG,65DG,67DG                     |D17;
1126    |DCJL|D59A,D17A    |D59     |(47),39-41                     |41-47DG                     |D17;
1127    |DCJL|D59A,S6DA    |D59     |(47),39-41,(121-123),15-17,53-55,(57-59)                     |41-47DG,63-121DG,17-123DG,53-57DG,59DG                     |D17;
1128    |DCJL|D59A,S8DA    |D59     |(47),39-41,(121-123),15-17,53-55,57-59                     |41-47DG,63-121DG,17-123DG,53-57DG                     |D17;
1129    |DCJL|D59A,SXDA    |D59     |(47),39-41,121-123,63-65,53-55,81-85<83>                     |41-47DG,63-121DG,55-81DG                     |D17;
1130    |DCJL|D59A,S12DA    |D59     |(47),39-41,121-123,63-65,53-55,(81-85<83>),87<89>,69                     |41-47DG,63-121DG,55-81DG,69-89DG,91DG                     |D17;
1131    |DCJL|D59A,S14DA    |D59     |(47),39-41,121-123,63-65,53-55,(81-85<83>),87<89>,(69)                     |41-47DG,63-121DG,55-81DG,69-89DG,91DG                     |D17;
1132    |DCJL|D59A,S16DA    |D59     |(47),39-41,121-123,63-65,53-55,(81-85<83>),(87<89>),91,93                     |41-47DG,63-121DG,55-81DG,69-89DG,91DG,93DG                     |D17;
1133    |DCJL|D59A,S18DA    |D59     |(47),39-41,121-123,63-65,53-55,(81-85<83>),(87<89>),91,(93)                     |41-47DG,63-121DG,55-81DG,69-89DG,91DG,93DG                     |D17;
1134    |DCJL|D59A,S20DA    |D59     |(47),39-41,121-123,63-65,53-55,(81-85<83>),(87<89>),(91)                     |41-47DG,63-121DG,55-81DG,69-89DG,91DG,93DG                     |D17;
